Name, Imax, %normal, %emergency, kW, kvar, NumCustomers, TotalCustomers, NumPhases, kVBase
Line.S_1001522-DA5,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA6,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA7,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA8,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA9,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA10,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA11,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA12,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA13,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA14,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA15,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA16,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA17,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA18,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA19,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA20,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA21,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA22,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA23,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001522-DA24,    12.6879,     4.24,     3.39,    3.96376,    1.67816, 1, 1, 3, 0.12 
Line.S_1001524-DA1,     12.686,     4.24,     3.39,    3.96031,    1.67269, 1, 1, 3, 0.12 
Line.S_1001524-DA2,     12.686,     4.24,     3.39,    3.96031,    1.67269, 1, 1, 3, 0.12 
Line.S_1001524-DA3,     12.686,     4.24,     3.39,    3.96031,    1.67269, 1, 1, 3, 0.12 
Line.S_1001524-DA4,     12.686,     4.24,     3.39,    3.96031,    1.67269, 1, 1, 3, 0.12 
Line.S_1001524-DA5,     12.686,     4.24,     3.39,    3.96031,    1.67269, 1, 1, 3, 0.12 
Line.S_1001524-DA6,     12.686,     4.24,     3.39,    3.96031,    1.67269, 1, 1, 3, 0.12 
Line.S_1001524-DA7,     12.686,     4.24,     3.39,    3.96031,    1.67269, 1, 1, 3, 0.12 
Line.S_1001524-DA8,     12.686,     4.24,     3.39,    3.96031,    1.67269, 1, 1, 3, 0.12 
Line.S_1001524-DA9,     12.686,     4.24,     3.39,    3.96031,    1.67269, 1, 1, 3, 0.12 
Line.S_1001524-DA10,     12.686,     4.24,     3.39,    3.96031,    1.67269, 1, 1, 3, 0.12 
Line.S_1001524-DA11,     12.686,     4.24,     3.39,    3.96031,    1.67269, 1, 1, 3, 0.12 
Line.S_1001524-DA12,     12.686,     4.24,     3.39,    3.96031,    1.67269, 1, 1, 3, 0.12 
Line.S_1001525-DA1,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA2,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA3,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA4,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA5,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA6,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA7,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA8,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA9,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA10,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA11,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA12,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA13,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA14,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA15,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA16,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA17,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA18,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA19,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA20,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA21,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA22,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA23,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001525-DA24,    6.34341,     2.12,     1.70,    1.97987,   0.837228, 1, 1, 3, 0.12 
Line.S_1001214-DB1,    25.5658,     6.39,     4.26,     5.3624,    2.31247, 1, 1, 1, 0.24 
Line.S_1001214-DB2,    25.5658,     6.39,     4.26,     5.3624,    2.31247, 1, 1, 1, 0.24 
Line.S_1001214-DB3,    25.5658,     6.39,     4.26,     5.3624,    2.31247, 1, 1, 1, 0.24 
Line.S_1001214-DB4,    25.5658,     6.39,     4.26,     5.3624,    2.31247, 1, 1, 1, 0.24 
Line.S_1001214-DB5,    25.5658,     6.39,     4.26,     5.3624,    2.31247, 1, 1, 1, 0.24 
Line.S_1001214-DB6,    25.5658,     6.39,     4.26,     5.3624,    2.31247, 1, 1, 1, 0.24 
Line.S_1001216-DB1,     25.566,     6.39,     4.26,    5.36261,     2.3128, 1, 1, 1, 0.24 
Line.S_1001216-DB2,     25.566,     6.39,     4.26,    5.36261,     2.3128, 1, 1, 1, 0.24 
Line.S_1001216-DB3,     25.566,     6.39,     4.26,    5.36261,     2.3128, 1, 1, 1, 0.24 
Line.S_1001216-DB4,     25.566,     6.39,     4.26,    5.36261,     2.3128, 1, 1, 1, 0.24 
Line.S_1001216-DB5,     25.566,     6.39,     4.26,    5.36261,     2.3128, 1, 1, 1, 0.24 
Line.S_1001216-DB6,     25.566,     6.39,     4.26,    5.36261,     2.3128, 1, 1, 1, 0.24 
Line.S_1001217-DA1,     18.325,     4.58,     3.05,    3.83127,    1.63959, 1, 1, 1, 0.24 
Line.S_1001217-DA2,     18.325,     4.58,     3.05,    3.83127,    1.63959, 1, 1, 1, 0.24 
Line.S_1001217-DA3,     18.325,     4.58,     3.05,    3.83127,    1.63959, 1, 1, 1, 0.24 
Line.S_1001217-DA4,     18.325,     4.58,     3.05,    3.83127,    1.63959, 1, 1, 1, 0.24 
Line.S_1001217-DA5,     18.325,     4.58,     3.05,    3.83127,    1.63959, 1, 1, 1, 0.24 
Line.S_1001217-DA6,     18.325,     4.58,     3.05,    3.83127,    1.63959, 1, 1, 1, 0.24 
Line.S_1001217-DA7,     18.325,     4.58,     3.05,    3.83127,    1.63959, 1, 1, 1, 0.24 
Line.S_1001217-DA8,     18.325,     4.58,     3.05,    3.83127,    1.63959, 1, 1, 1, 0.24 
Line.S_1001218-DA1,    24.4307,     6.11,     4.07,    5.10901,    2.18231, 1, 1, 1, 0.24 
Line.S_1001218-DA2,    24.4307,     6.11,     4.07,    5.10901,    2.18231, 1, 1, 1, 0.24 
Line.S_1001218-DA3,    24.4307,     6.11,     4.07,    5.10901,    2.18231, 1, 1, 1, 0.24 
Line.S_1001218-DA4,    24.4307,     6.11,     4.07,    5.10901,    2.18231, 1, 1, 1, 0.24 
Line.S_1001218-DA5,    24.4307,     6.11,     4.07,    5.10901,    2.18231, 1, 1, 1, 0.24 
Line.S_1001218-DA6,    24.4307,     6.11,     4.07,    5.10901,    2.18231, 1, 1, 1, 0.24 
Line.S_1001220-DA1,    29.3144,     7.33,     4.89,    6.13153,    2.61528, 1, 1, 1, 0.24 
Line.S_1001220-DA2,    29.3144,     7.33,     4.89,    6.13153,    2.61528, 1, 1, 1, 0.24 
Line.S_1001220-DA3,    29.3144,     7.33,     4.89,    6.13153,    2.61528, 1, 1, 1, 0.24 
Line.S_1001220-DA4,    29.3144,     7.33,     4.89,    6.13153,    2.61528, 1, 1, 1, 0.24 
Line.S_1001220-DA5,    29.3144,     7.33,     4.89,    6.13153,    2.61528, 1, 1, 1, 0.24 
Line.S_1001213-DB1,    14.3844,     3.60,     2.40,    3.01651,    1.30632, 1, 1, 1, 0.24 
Line.S_1001213-DB2,    14.3844,     3.60,     2.40,    3.01651,    1.30632, 1, 1, 1, 0.24 
Line.S_1001213-DB3,    14.3844,     3.60,     2.40,    3.01651,    1.30632, 1, 1, 1, 0.24 
Line.S_1001213-DB4,    14.3844,     3.60,     2.40,    3.01651,    1.30632, 1, 1, 1, 0.24 
Line.S_1001213-DB5,    14.3844,     3.60,     2.40,    3.01651,    1.30632, 1, 1, 1, 0.24 
Line.S_1001213-DB6,    14.3844,     3.60,     2.40,    3.01651,    1.30632, 1, 1, 1, 0.24 
Line.S_1001213-DB7,    14.3844,     3.60,     2.40,    3.01651,    1.30632, 1, 1, 1, 0.24 
Line.S_1001213-DB8,    14.3844,     3.60,     2.40,    3.01651,    1.30632, 1, 1, 1, 0.24 
Line.S_1001227-DC1,    31.4863,     7.87,     5.25,    6.57243,    2.78186, 1, 1, 1, 0.24 
Line.S_1001227-DC2,    31.4863,     7.87,     5.25,    6.57243,    2.78186, 1, 1, 1, 0.24 
Line.S_1001227-DC3,    31.4863,     7.87,     5.25,    6.57243,    2.78186, 1, 1, 1, 0.24 
Line.S_1001227-DC4,    31.4863,     7.87,     5.25,    6.57243,    2.78186, 1, 1, 1, 0.24 
Line.S_1001227-DC5,    31.4863,     7.87,     5.25,    6.57243,    2.78186, 1, 1, 1, 0.24 
Line.S_1001226-DC1,    39.3532,     9.84,     6.56,     8.2175,     3.4705, 1, 1, 1, 0.24 
Line.S_1001226-DC2,    39.3532,     9.84,     6.56,     8.2175,     3.4705, 1, 1, 1, 0.24 
Line.S_1001226-DC3,    39.3532,     9.84,     6.56,     8.2175,     3.4705, 1, 1, 1, 0.24 
Line.S_1001226-DC4,    39.3532,     9.84,     6.56,     8.2175,     3.4705, 1, 1, 1, 0.24 
Line.S_1001225-DC1,    31.4865,     7.87,     5.25,    6.57267,    2.78224, 1, 1, 1, 0.24 
Line.S_1001225-DC2,    31.4865,     7.87,     5.25,    6.57267,    2.78224, 1, 1, 1, 0.24 
Line.S_1001225-DC3,    31.4865,     7.87,     5.25,    6.57267,    2.78224, 1, 1, 1, 0.24 
Line.S_1001225-DC4,    31.4865,     7.87,     5.25,    6.57267,    2.78224, 1, 1, 1, 0.24 
Line.S_1001225-DC5,    31.4865,     7.87,     5.25,    6.57267,    2.78224, 1, 1, 1, 0.24 
Line.S_1001223-DA1,     36.639,     9.16,     6.11,    7.66632,    3.26345, 1, 1, 1, 0.24 
Line.S_1001223-DA2,     36.639,     9.16,     6.11,    7.66632,    3.26345, 1, 1, 1, 0.24 
Line.S_1001223-DA3,     36.639,     9.16,     6.11,    7.66632,    3.26345, 1, 1, 1, 0.24 
Line.S_1001223-DA4,     36.639,     9.16,     6.11,    7.66632,    3.26345, 1, 1, 1, 0.24 
Line.S_1001222-DA1,    18.3247,     4.58,     3.05,    3.83098,    1.63912, 1, 1, 1, 0.24 
Line.S_1001222-DA2,    18.3247,     4.58,     3.05,    3.83098,    1.63912, 1, 1, 1, 0.24 
Line.S_1001222-DA3,    18.3247,     4.58,     3.05,    3.83098,    1.63912, 1, 1, 1, 0.24 
Line.S_1001222-DA4,    18.3247,     4.58,     3.05,    3.83098,    1.63912, 1, 1, 1, 0.24 
Line.S_1001222-DA5,    18.3247,     4.58,     3.05,    3.83098,    1.63912, 1, 1, 1, 0.24 
Line.S_1001222-DA6,    18.3247,     4.58,     3.05,    3.83098,    1.63912, 1, 1, 1, 0.24 
Line.S_1001222-DA7,    18.3247,     4.58,     3.05,    3.83098,    1.63912, 1, 1, 1, 0.24 
Line.S_1001222-DA8,    18.3247,     4.58,     3.05,    3.83098,    1.63912, 1, 1, 1, 0.24 
Line.S_1001221-DA1,    146.313,    36.58,    24.39,    30.7566,    12.6877, 1, 1, 1, 0.24 
Line.S_1001219-DA1,    54.9453,    13.74,     9.16,    11.5085,    4.87705, 1, 1, 1, 0.24 
Line.S_1001219-DA2,    54.9453,    13.74,     9.16,    11.5085,    4.87705, 1, 1, 1, 0.24 
Line.S_1001224-DC1,    22.4936,     5.62,     3.75,    4.69377,    1.99223, 1, 1, 1, 0.24 
Line.S_1001224-DC2,    22.4936,     5.62,     3.75,    4.69377,    1.99223, 1, 1, 1, 0.24 
Line.S_1001224-DC3,    22.4936,     5.62,     3.75,    4.69377,    1.99223, 1, 1, 1, 0.24 
Line.S_1001224-DC4,    22.4936,     5.62,     3.75,    4.69377,    1.99223, 1, 1, 1, 0.24 
Line.S_1001224-DC5,    22.4936,     5.62,     3.75,    4.69377,    1.99223, 1, 1, 1, 0.24 
Line.S_1001224-DC6,    22.4936,     5.62,     3.75,    4.69377,    1.99223, 1, 1, 1, 0.24 
Line.S_1001224-DC7,    22.4936,     5.62,     3.75,    4.69377,    1.99223, 1, 1, 1, 0.24 
Line.S_1001228-DB1,    19.1766,     4.79,     3.20,    4.02128,    1.73754, 1, 1, 1, 0.24 
Line.S_1001228-DB2,    19.1766,     4.79,     3.20,    4.02128,    1.73754, 1, 1, 1, 0.24 
Line.S_1001228-DB3,    19.1766,     4.79,     3.20,    4.02128,    1.73754, 1, 1, 1, 0.24 
Line.S_1001228-DB4,    19.1766,     4.79,     3.20,    4.02128,    1.73754, 1, 1, 1, 0.24 
Line.S_1001228-DB5,    19.1766,     4.79,     3.20,    4.02128,    1.73754, 1, 1, 1, 0.24 
Line.S_1001228-DB6,    19.1766,     4.79,     3.20,    4.02128,    1.73754, 1, 1, 1, 0.24 
Line.S_1001228-DB7,    19.1766,     4.79,     3.20,    4.02128,    1.73754, 1, 1, 1, 0.24 
Line.S_1001228-DB8,    19.1766,     4.79,     3.20,    4.02128,    1.73754, 1, 1, 1, 0.24 
Line.S_1001229-DB1,     15.342,     3.84,     2.56,    3.21648,    1.39108, 1, 1, 1, 0.24 
Line.S_1001229-DB2,     15.342,     3.84,     2.56,    3.21648,    1.39108, 1, 1, 1, 0.24 
Line.S_1001229-DB3,     15.342,     3.84,     2.56,    3.21648,    1.39108, 1, 1, 1, 0.24 
Line.S_1001229-DB4,     15.342,     3.84,     2.56,    3.21648,    1.39108, 1, 1, 1, 0.24 
Line.S_1001229-DB5,     15.342,     3.84,     2.56,    3.21648,    1.39108, 1, 1, 1, 0.24 
Line.S_1001229-DB6,     15.342,     3.84,     2.56,    3.21648,    1.39108, 1, 1, 1, 0.24 
Line.S_1001229-DB7,     15.342,     3.84,     2.56,    3.21648,    1.39108, 1, 1, 1, 0.24 
Line.S_1001229-DB8,     15.342,     3.84,     2.56,    3.21648,    1.39108, 1, 1, 1, 0.24 
Line.S_1001229-DB9,     15.342,     3.84,     2.56,    3.21648,    1.39108, 1, 1, 1, 0.24 
Line.S_1001229-DB10,     15.342,     3.84,     2.56,    3.21648,    1.39108, 1, 1, 1, 0.24 
Line.S_1001230-DB1,    17.0462,     4.26,     2.84,      3.574,    1.54491, 1, 1, 1, 0.24 
Line.S_1001230-DB2,    17.0462,     4.26,     2.84,      3.574,    1.54491, 1, 1, 1, 0.24 
Line.S_1001230-DB3,    17.0462,     4.26,     2.84,      3.574,    1.54491, 1, 1, 1, 0.24 
Line.S_1001230-DB4,    17.0462,     4.26,     2.84,      3.574,    1.54491, 1, 1, 1, 0.24 
Line.S_1001230-DB5,    17.0462,     4.26,     2.84,      3.574,    1.54491, 1, 1, 1, 0.24 
Line.S_1001230-DB6,    17.0462,     4.26,     2.84,      3.574,    1.54491, 1, 1, 1, 0.24 
Line.S_1001230-DB7,    17.0462,     4.26,     2.84,      3.574,    1.54491, 1, 1, 1, 0.24 
Line.S_1001230-DB8,    17.0462,     4.26,     2.84,      3.574,    1.54491, 1, 1, 1, 0.24 
Line.S_1001230-DB9,    17.0462,     4.26,     2.84,      3.574,    1.54491, 1, 1, 1, 0.24 
Line.S_1001234-DC1,    15.7472,     3.94,     2.62,    3.28501,    1.39699, 1, 1, 1, 0.24 
Line.S_1001234-DC2,    15.7472,     3.94,     2.62,    3.28501,    1.39699, 1, 1, 1, 0.24 
Line.S_1001234-DC3,    15.7472,     3.94,     2.62,    3.28501,    1.39699, 1, 1, 1, 0.24 
Line.S_1001234-DC4,    15.7472,     3.94,     2.62,    3.28501,    1.39699, 1, 1, 1, 0.24 
Line.S_1001234-DC5,    15.7472,     3.94,     2.62,    3.28501,    1.39699, 1, 1, 1, 0.24 
Line.S_1001234-DC6,    15.7472,     3.94,     2.62,    3.28501,    1.39699, 1, 1, 1, 0.24 
Line.S_1001234-DC7,    15.7472,     3.94,     2.62,    3.28501,    1.39699, 1, 1, 1, 0.24 
Line.S_1001234-DC8,    15.7472,     3.94,     2.62,    3.28501,    1.39699, 1, 1, 1, 0.24 
Line.S_1001234-DC9,    15.7472,     3.94,     2.62,    3.28501,    1.39699, 1, 1, 1, 0.24 
Line.S_1001234-DC10,    15.7472,     3.94,     2.62,    3.28501,    1.39699, 1, 1, 1, 0.24 
Line.S_1001233-DC1,    39.3515,     9.84,     6.56,    8.21543,    3.46723, 1, 1, 1, 0.24 
Line.S_1001233-DC2,    39.3515,     9.84,     6.56,    8.21543,    3.46723, 1, 1, 1, 0.24 
Line.S_1001232-DC1,    26.2407,     6.56,     4.37,    5.47626,    2.32142, 1, 1, 1, 0.24 
Line.S_1001232-DC2,    26.2407,     6.56,     4.37,    5.47626,    2.32142, 1, 1, 1, 0.24 
Line.S_1001232-DC3,    26.2407,     6.56,     4.37,    5.47626,    2.32142, 1, 1, 1, 0.24 
Line.S_1001232-DC4,    26.2407,     6.56,     4.37,    5.47626,    2.32142, 1, 1, 1, 0.24 
Line.S_1001232-DC5,    26.2407,     6.56,     4.37,    5.47626,    2.32142, 1, 1, 1, 0.24 
Line.S_1001232-DC6,    26.2407,     6.56,     4.37,    5.47626,    2.32142, 1, 1, 1, 0.24 
Line.S_1001231-DC1,    19.6825,     4.92,     3.28,    4.10641,    1.74396, 1, 1, 1, 0.24 
Line.S_1001231-DC2,    19.6825,     4.92,     3.28,    4.10641,    1.74396, 1, 1, 1, 0.24 
Line.S_1001231-DC3,    19.6825,     4.92,     3.28,    4.10641,    1.74396, 1, 1, 1, 0.24 
Line.S_1001231-DC4,    19.6825,     4.92,     3.28,    4.10641,    1.74396, 1, 1, 1, 0.24 
Line.S_1001231-DC5,    19.6825,     4.92,     3.28,    4.10641,    1.74396, 1, 1, 1, 0.24 
Line.S_1001231-DC6,    19.6825,     4.92,     3.28,    4.10641,    1.74396, 1, 1, 1, 0.24 
Line.S_1001231-DC7,    19.6825,     4.92,     3.28,    4.10641,    1.74396, 1, 1, 1, 0.24 
Line.S_1001231-DC8,    19.6825,     4.92,     3.28,    4.10641,    1.74396, 1, 1, 1, 0.24 
Line.S_1001637-DA1,    25.3756,     8.49,     6.79,    7.93512,    3.35763, 1, 1, 3, 0.12 
Line.S_1001637-DA2,    25.3756,     8.49,     6.79,    7.93512,    3.35763, 1, 1, 3, 0.12 
Line.S_1001637-DA3,    25.3756,     8.49,     6.79,    7.93512,    3.35763, 1, 1, 3, 0.12 
Line.S_1001637-DA4,    25.3756,     8.49,     6.79,    7.93512,    3.35763, 1, 1, 3, 0.12 
Line.S_1001637-DA5,    25.3756,     8.49,     6.79,    7.93512,    3.35763, 1, 1, 3, 0.12 
Line.S_1001637-DA6,    25.3756,     8.49,     6.79,    7.93512,    3.35763, 1, 1, 3, 0.12 
Line.S_1003127-DB1,    15.3551,     3.84,     2.56,    3.23105,    1.41486, 1, 1, 1, 0.24 
Line.S_1003133-DB1,     38.389,     9.60,     6.40,    8.10099,    3.54595, 1, 1, 1, 0.24 
Line.S_1003134-DA1,    50.8012,    16.99,    13.59,     15.998,    6.87592, 1, 1, 3, 0.12 
Line.S_1003134-DA2,    50.8012,    16.99,    13.59,     15.998,    6.87592, 1, 1, 3, 0.12 
Line.S_1003134-DA3,    50.8012,    16.99,    13.59,     15.998,    6.87592, 1, 1, 3, 0.12 
Line.S_1003125-DA1,    21.9807,     5.50,     3.66,    4.58839,    1.95028, 1, 1, 1, 0.24 
Line.S_1003130-DA1,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA2,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA3,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA4,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA5,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA6,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA7,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA8,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA9,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA10,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA11,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA12,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA13,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA14,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA15,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA16,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA17,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA18,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA19,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA20,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA21,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA22,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA23,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA24,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA25,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA26,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA27,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA28,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA29,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA30,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA31,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA32,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA33,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA34,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA35,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA36,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA37,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA38,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA39,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA40,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA41,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA42,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA43,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA44,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA45,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA46,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA47,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA48,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA49,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA50,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA51,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA52,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA53,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA54,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
