"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
7393, 20098.7722393236, 5975.36414516324, 65024.884668948, 68047.3103834803, 84.4361014375934, 278.142464333835, 212.789353561205
7394, 18916.632821068, 5556.45376971192, 65024.884668948, 68047.3103834803, 80.8330874683272, 271.495702299703, 212.789353561205
7395, 18793.4871103008, 5523.34908884742, 65024.884668948, 68047.3103834803, 80.8526457533764, 271.327644558255, 212.789353561205
7396, 18423.6311545227, 5402.36494699081, 65024.884668948, 68047.3103834803, 81.2369336246293, 271.181344004475, 212.789353561205
7397, 18685.2183689428, 5485.3273489866, 65024.884668948, 68047.3103834803, 80.0892290866829, 270.179373879441, 212.789353561205
7398, 19965.8470220503, 5946.49329433359, 65024.884668948, 68047.3103834803, 83.9074411365635, 277.266526108957, 212.789353561205
7399, 21256.6698438698, 6425.54341700401, 65024.884668948, 68047.3103834803, 93.2508845270449, 291.579846861719, 212.789353561205
7400, 21468.154913118, 6503.79030919396, 65024.884668948, 68047.3103834803, 93.2708122769189, 292.064721172728, 212.789353561205
7401, 22542.8137078376, 6879.19790012169, 65024.884668948, 68047.3103834803, 95.3134686605825, 296.905321992735, 212.789353561205
7402, 23175.2291483833, 7108.52342283493, 65024.884668948, 68047.3103834803, 100.363086687757, 304.704035671632, 212.789353561205
7403, 24312.0616577643, 7535.37668046909, 65024.884668948, 68047.3103834803, 109.124107117612, 318.632681188023, 212.789353561205
7404, 25088.093340834, 7793.29725763044, 65024.884668948, 68047.3103834803, 108.478930948724, 319.659960881219, 212.789353561205
7405, 26690.3917309673, 8347.98726075118, 65024.884668948, 68047.3103834803, 115.45469715781, 332.648632494029, 212.789353561205
7406, 27523.9463779964, 8631.82134756416, 65024.884668948, 68047.3103834803, 115.239318862899, 334.612080417324, 212.789353561205
7407, 27750.2827357878, 8697.08572330841, 65024.884668948, 68047.3103834803, 113.669775477797, 333.18918332327, 212.789353561205
7408, 28228.9865986547, 8853.51959584185, 65024.884668948, 68047.3103834803, 113.686941962727, 334.494355429699, 212.789353561205
7409, 28266.2169721382, 8842.24667742343, 65024.884668948, 68047.3103834803, 109.575777854843, 329.269762628889, 212.789353561205
7410, 28116.1491649763, 8749.62439275992, 65024.884668948, 68047.3103834803, 101.990076778713, 318.995107810728, 212.789353561205
7411, 27933.6063934637, 8700.52626814855, 65024.884668948, 68047.3103834803, 106.267319430731, 323.905897859864, 212.789353561205
7412, 29346.2227244313, 9158.9009226164, 65024.884668948, 68047.3103834803, 101.569999690647, 321.938805331316, 212.789353561205
7413, 29529.6805450798, 9219.68238837478, 65024.884668948, 68047.3103834803, 103.35922164526, 324.749896810097, 212.789353561205
7414, 28082.5078776955, 8722.39184147368, 65024.884668948, 68047.3103834803, 99.2885436028847, 315.411952863485, 212.789353561205
7415, 25183.5919802684, 7727.75751870614, 65024.884668948, 68047.3103834803, 92.8016953992409, 299.629903597935, 212.789353561205
7416, 23399.9343131252, 7104.46393565249, 65024.884668948, 68047.3103834803, 87.774202466646, 289.051814352021, 212.789353561205
7417, 21668.8010827673, 6513.85861118982, 65024.884668948, 68047.3103834803, 86.7713861545584, 284.128526925596, 212.789353561205
7418, 20374.4249387634, 6063.84250659915, 65024.884668948, 68047.3103834803, 83.2225585513247, 277.140805103848, 212.789353561205
7419, 20308.3217986528, 6040.79652797348, 65024.884668948, 68047.3103834803, 82.6971376446637, 276.337515372701, 212.789353561205
7420, 19882.4096741883, 5917.43773319594, 65024.884668948, 68047.3103834803, 85.2504555778158, 278.78593192062, 212.789353561205
7421, 19421.8022907081, 5750.70790577129, 65024.884668948, 68047.3103834803, 83.9258192138661, 276.276773789752, 212.789353561205
7422, 21354.4936279399, 6433.7505684194, 65024.884668948, 68047.3103834803, 87.1426800024589, 283.996469079716, 212.789353561205
7423, 22970.059548952, 7013.44685588812, 65024.884668948, 68047.3103834803, 96.2542887993873, 298.966854921142, 212.789353561205
7424, 22313.0197543922, 6773.9151249951, 65024.884668948, 68047.3103834803, 91.8377949388929, 291.933393830101, 212.789353561205
7425, 23225.5302729709, 7085.07963763269, 65024.884668948, 68047.3103834803, 92.6319636817612, 294.911837346164, 212.789353561205
7426, 23878.8681597382, 7344.01158499079, 65024.884668948, 68047.3103834803, 101.26317081267, 307.4567102637, 212.789353561205
7427, 24478.6430197229, 7563.19338304027, 65024.884668948, 68047.3103834803, 103.92166456652, 312.264326741074, 212.789353561205
7428, 24772.3113135505, 7657.26676156442, 65024.884668948, 68047.3103834803, 105.572805776754, 315.012296091701, 212.789353561205
7429, 24725.9504358852, 7661.72956671049, 65024.884668948, 68047.3103834803, 109.156290165156, 319.537683772383, 212.789353561205
7430, 24871.2028270911, 7696.88616696179, 65024.884668948, 68047.3103834803, 106.355962697211, 316.274941358543, 212.789353561205
7431, 25597.7446329515, 7938.13371438498, 65024.884668948, 68047.3103834803, 105.363841488376, 316.799788016997, 212.789353561205
7432, 26314.7041188533, 8175.26495152036, 65024.884668948, 68047.3103834803, 105.803379146097, 319.140327338843, 212.789353561205
7433, 26366.5080397677, 8173.3124519986, 65024.884668948, 68047.3103834803, 103.70593428143, 316.492076882787, 212.789353561205
7434, 26932.9321937956, 8378.72759270882, 65024.884668948, 68047.3103834803, 107.980212437305, 323.434300429353, 212.789353561205
7435, 27392.9592029327, 8523.71881461582, 65024.884668948, 68047.3103834803, 106.819022565789, 323.148111244928, 212.789353561205
7436, 29557.8078763945, 9234.43100149668, 65024.884668948, 68047.3103834803, 102.361135007713, 323.529982639624, 212.789353561205
7437, 29114.9268597489, 9084.95607494756, 65024.884668948, 68047.3103834803, 103.447940567057, 323.650983863759, 212.789353561205
7438, 28349.842207092, 8810.25127134776, 65024.884668948, 68047.3103834803, 100.437497333649, 317.587654829139, 212.789353561205
7439, 26035.233507454, 8031.85547053679, 65024.884668948, 68047.3103834803, 98.8569452325916, 309.43183752684, 212.789353561205
7440, 23834.4192469439, 7274.76447239307, 65024.884668948, 68047.3103834803, 94.0556690199388, 298.064092263079, 212.789353561205
7441, 22131.3634531823, 6680.95476985847, 65024.884668948, 68047.3103834803, 87.2497319988544, 285.692908315928, 212.789353561205
7442, 21213.9087415842, 6372.99302662209, 65024.884668948, 68047.3103834803, 87.3691790805313, 283.995617777677, 212.789353561205
7443, 20849.8271329102, 6246.16115425741, 65024.884668948, 68047.3103834803, 86.4913241845348, 282.167524628576, 212.789353561205
7444, 20442.1066138838, 6091.65093626476, 65024.884668948, 68047.3103834803, 83.3777705039764, 277.446275596577, 212.789353561205
7445, 20903.6261926357, 6282.50675525816, 65024.884668948, 68047.3103834803, 88.5233245271401, 284.842532389607, 212.789353561205
7446, 22532.2506413208, 6808.75190321556, 65024.884668948, 68047.3103834803, 84.9222754469987, 283.569371362506, 212.789353561205
7447, 23726.7380842786, 7268.81506116988, 65024.884668948, 68047.3103834803, 96.939009549566, 301.504623826799, 212.789353561205
7448, 23864.5101666855, 7308.71585362681, 65024.884668948, 68047.3103834803, 95.0057066996943, 299.380509598421, 212.789353561205
7449, 24787.8323564304, 7633.17601206958, 65024.884668948, 68047.3103834803, 97.9585583207008, 305.308784154674, 212.789353561205
7450, 26351.3729083903, 8173.12165364337, 65024.884668948, 68047.3103834803, 102.951469610901, 315.558114308854, 212.789353561205
7451, 27714.1476890455, 8671.42658033397, 65024.884668948, 68047.3103834803, 110.556662933697, 329.057430884487, 212.789353561205
7452, 29949.601572308, 9392.55312602425, 65024.884668948, 68047.3103834803, 107.1270771595, 330.951188238153, 212.789353561205
7453, 32002.9115309068, 10080.7329707992, 65024.884668948, 68047.3103834803, 107.85241078798, 338.226197108225, 212.789353561205
7454, 33605.0269696993, 10602.9165606479, 65024.884668948, 68047.3103834803, 104.953287434834, 339.779631939977, 212.789353561205
7455, 35983.3345667915, 11393.683952121, 65024.884668948, 68047.3103834803, 106.152365799041, 349.778112906766, 212.789353561205
7456, 38656.3949390489, 12278.4507465487, 65024.884668948, 68047.3103834803, 106.166323894292, 360.104000476386, 212.789353561205
7457, 39122.617385807, 12411.7693629382, 65024.884668948, 68047.3103834803, 102.286685091094, 356.963065817129, 212.789353561205
7458, 39240.4506450867, 12445.9893842277, 65024.884668948, 68047.3103834803, 100.701917613914, 355.40533835691, 212.789353561205
7459, 38497.4518532638, 12226.0785691205, 65024.884668948, 68047.3103834803, 108.248648774954, 362.147205317854, 212.789353561205
7460, 38540.9491833653, 12226.9322247885, 65024.884668948, 68047.3103834803, 103.807761672727, 356.590911551236, 212.789353561205
7461, 39244.3833398117, 12459.9476516033, 65024.884668948, 68047.3103834803, 103.452991530623, 358.975814398019, 212.789353561205
7462, 37536.0150387798, 11876.16694089, 65024.884668948, 68047.3103834803, 100.683174603254, 348.566653736689, 212.789353561205
7463, 34752.9153435176, 10934.7616951218, 65024.884668948, 68047.3103834803, 96.82512812162, 333.222307779729, 212.789353561205
7464, 31737.8633802912, 9928.59892625227, 65024.884668948, 68047.3103834803, 96.4574373210145, 322.639355897579, 212.789353561205
7465, 29895.6304793316, 9287.10689126824, 65024.884668948, 68047.3103834803, 91.4145558275212, 310.498299841331, 212.789353561205
7466, 27718.1823659807, 8550.29117565066, 65024.884668948, 68047.3103834803, 88.7084873651368, 300.85720364929, 212.789353561205
7467, 27013.1372375722, 8324.54104039775, 65024.884668948, 68047.3103834803, 90.4195121679953, 301.172002191188, 212.789353561205
7468, 26642.6833940856, 8198.04736900662, 65024.884668948, 68047.3103834803, 89.8184061892729, 299.43818637563, 212.789353561205
7469, 26687.4321672186, 8226.89988858018, 65024.884668948, 68047.3103834803, 90.924008965344, 300.959696534686, 212.789353561205
7470, 27804.4664379551, 8612.90811707987, 65024.884668948, 68047.3103834803, 93.3262200003418, 307.009808282781, 212.789353561205
7471, 28228.6780738659, 8780.48555635033, 65024.884668948, 68047.3103834803, 98.7915050202479, 315.21259428419, 212.789353561205
7472, 29231.7245381542, 9103.19688966728, 65024.884668948, 68047.3103834803, 96.0622068051332, 314.539581211109, 212.789353561205
7473, 30037.8982037445, 9381.0335240285, 65024.884668948, 68047.3103834803, 98.1227216702932, 319.553350736958, 212.789353561205
7474, 31548.5410560137, 9906.43783501291, 65024.884668948, 68047.3103834803, 102.280479708552, 329.558439091097, 212.789353561205
7475, 33494.8834273932, 10558.4285523974, 65024.884668948, 68047.3103834803, 103.696701370353, 337.785184949638, 212.789353561205
7476, 33814.1609889913, 10641.0833274202, 65024.884668948, 68047.3103834803, 98.9866327441713, 332.774345899582, 212.789353561205
7477, 34169.4334125988, 10751.4933506914, 65024.884668948, 68047.3103834803, 97.606907516331, 332.198447610737, 212.789353561205
7478, 35729.1171645584, 11273.4709722519, 65024.884668948, 68047.3103834803, 98.0947263567708, 338.407833094358, 212.789353561205
7479, 37610.5237196254, 11903.2386142084, 65024.884668948, 68047.3103834803, 99.4513899315014, 347.277990938497, 212.789353561205
7480, 38063.4464149515, 12055.3054054742, 65024.884668948, 68047.3103834803, 99.9351738418777, 349.669369555839, 212.789353561205
7481, 37043.0797732233, 11694.2420611266, 65024.884668948, 68047.3103834803, 96.5601133939009, 341.325990526697, 212.789353561205
7482, 37187.5247233842, 11732.022725141, 65024.884668948, 68047.3103834803, 94.7027346855874, 339.483539909023, 212.789353561205
7483, 36777.3143335317, 11652.3079777238, 65024.884668948, 68047.3103834803, 107.663353356896, 354.692815363411, 212.789353561205
7484, 37941.0685893433, 12050.4159762707, 65024.884668948, 68047.3103834803, 109.392472903463, 361.456976792978, 212.789353561205
7485, 38110.618827872, 12103.3038088182, 65024.884668948, 68047.3103834803, 109.139305461282, 361.787555309073, 212.789353561205
7486, 37438.4236456441, 11866.5124154123, 65024.884668948, 68047.3103834803, 105.735031851072, 354.750037977326, 212.789353561205
7487, 35220.1241213228, 11127.7963000757, 65024.884668948, 68047.3103834803, 106.053376503349, 346.813617785997, 212.789353561205
7488, 32894.3452609278, 10352.9356679437, 65024.884668948, 68047.3103834803, 104.513239507572, 336.825010759153, 212.789353561205
7489, 31247.1755599063, 9793.25001237931, 65024.884668948, 68047.3103834803, 102.660681193686, 329.105904522716, 212.789353561205
7490, 29601.1568534177, 9220.880819778, 65024.884668948, 68047.3103834803, 96.9496719091488, 316.746960868284, 212.789353561205
7491, 28606.3464632039, 8877.87550413132, 65024.884668948, 68047.3103834803, 95.1707994050057, 311.60124037895, 212.789353561205
7492, 27640.8105832427, 8543.82243521546, 65024.884668948, 68047.3103834803, 93.4964563123784, 306.786492772429, 212.789353561205
7493, 27497.1971199296, 8540.07540113271, 65024.884668948, 68047.3103834803, 100.954220462718, 315.958726155447, 212.789353561205
7494, 24538.0929204158, 7548.8415867988, 65024.884668948, 68047.3103834803, 102.018976978927, 309.889747707666, 212.789353561205
7495, 23598.0247935625, 7241.01276119413, 65024.884668948, 68047.3103834803, 102.408180329211, 308.162436838298, 212.789353561205
7496, 23764.6505243863, 7300.52888677058, 65024.884668948, 68047.3103834803, 101.738205265683, 307.715864218283, 212.789353561205
7497, 25356.3827897379, 7854.62126317654, 65024.884668948, 68047.3103834803, 106.878450464591, 318.051111775166, 212.789353561205
7498, 27070.4766316398, 8419.93245440175, 65024.884668948, 68047.3103834803, 105.832950335448, 321.083944088259, 212.789353561205
7499, 27474.2219466611, 8553.03066143016, 65024.884668948, 68047.3103834803, 106.840862113422, 323.43740686678, 212.789353561205
7500, 28006.3091804944, 8719.92521684376, 65024.884668948, 68047.3103834803, 103.579814997281, 320.713415149637, 212.789353561205
7501, 28258.3638073228, 8776.6627397798, 65024.884668948, 68047.3103834803, 98.7825495075534, 315.227449619288, 212.789353561205
7502, 29629.8939429828, 9236.30550410447, 65024.884668948, 68047.3103834803, 98.4838682755144, 318.785889066083, 212.789353561205
7503, 30731.0671370352, 9617.81311614892, 65024.884668948, 68047.3103834803, 101.302398957253, 325.737067915797, 212.789353561205
7504, 31064.5082852342, 9694.37424652672, 65024.884668948, 68047.3103834803, 94.5262665922559, 318.025528736294, 212.789353561205
7505, 30367.0530342269, 9450.06162456781, 65024.884668948, 68047.3103834803, 92.6441340796216, 313.462368206447, 212.789353561205
7506, 29951.7978300395, 9370.13073693672, 65024.884668948, 68047.3103834803, 104.936865056943, 328.014632970779, 212.789353561205
7507, 28786.4727623616, 8980.50286770053, 65024.884668948, 68047.3103834803, 105.946840413191, 325.882215805257, 212.789353561205
7508, 30425.8670506728, 9524.42371051495, 65024.884668948, 68047.3103834803, 103.495414123517, 327.580656396661, 212.789353561205
7509, 30375.5352541507, 9516.2081120417, 65024.884668948, 68047.3103834803, 106.423900016285, 331.19304845355, 212.789353561205
7510, 29380.8684065363, 9211.8426145349, 65024.884668948, 68047.3103834803, 114.205875582547, 338.204761194744, 212.789353561205
7511, 27401.5649339496, 8530.58715488495, 65024.884668948, 68047.3103834803, 106.945318699512, 323.387320326107, 212.789353561205
7512, 25458.1128095076, 7860.32170165235, 65024.884668948, 68047.3103834803, 101.577248273798, 311.515040965492, 212.789353561205
7513, 23717.7019095954, 7254.88457199145, 65024.884668948, 68047.3103834803, 98.4061416702561, 303.312899387234, 212.789353561205
7514, 22551.6153062562, 6860.75270731408, 65024.884668948, 68047.3103834803, 96.3786883657355, 298.167312994068, 212.789353561205
7515, 21642.1460756443, 6538.33675780453, 65024.884668948, 68047.3103834803, 92.1522470691175, 290.927948348336, 212.789353561205
7516, 21378.5706274582, 6478.39830486499, 65024.884668948, 68047.3103834803, 98.1525396204488, 297.965095988281, 212.789353561205
7517, 21087.5155630312, 6377.31289062911, 65024.884668948, 68047.3103834803, 96.8678259678734, 295.78954257501, 212.789353561205
7518, 21052.0960560231, 6384.34963954316, 65024.884668948, 68047.3103834803, 100.041695795369, 299.778892353352, 212.789353561205
7519, 20248.8790914372, 6160.22063549893, 65024.884668948, 68047.3103834803, 110.616756959182, 311.664389550878, 212.789353561205
7520, 21099.3797976578, 6451.6463159043, 65024.884668948, 68047.3103834803, 112.140919125003, 315.234767891085, 212.789353561205
7521, 22228.8599252109, 6806.56179461175, 65024.884668948, 68047.3103834803, 107.321886545211, 311.396975217862, 212.789353561205
7522, 23205.5899308144, 7157.53068743899, 65024.884668948, 68047.3103834803, 113.479174155674, 321.366882774871, 212.789353561205
7523, 23163.6433593474, 7151.64655910418, 65024.884668948, 68047.3103834803, 116.03049287644, 324.572286324554, 212.789353561205
7524, 23352.0217364178, 7216.85287059855, 65024.884668948, 68047.3103834803, 115.456757344175, 324.302326210978, 212.789353561205
7525, 23621.3800413743, 7279.72266193416, 65024.884668948, 68047.3103834803, 109.77873103139, 317.589520580092, 212.789353561205
7526, 23496.8745777467, 7246.94265950234, 65024.884668948, 68047.3103834803, 110.331533440404, 318.11274592863, 212.789353561205
7527, 23325.4565105602, 7146.98315672385, 65024.884668948, 68047.3103834803, 101.991576608584, 306.991822248899, 212.789353561205
7528, 22924.3232596402, 6970.49051883106, 65024.884668948, 68047.3103834803, 93.9470870570848, 295.856209404473, 212.789353561205
7529, 23135.0460312911, 7092.54934611959, 65024.884668948, 68047.3103834803, 104.194788832364, 309.364094004924, 212.789353561205
7530, 23216.6979641484, 7143.65714354071, 65024.884668948, 68047.3103834803, 111.391961482382, 318.630242410078, 212.789353561205
7531, 23094.7307054564, 7088.20438726796, 65024.884668948, 68047.3103834803, 107.410271751505, 313.32209083051, 212.789353561205
7532, 25210.7612438398, 7803.11269844755, 65024.884668948, 68047.3103834803, 106.813781824514, 317.561031144241, 212.789353561205
7533, 25840.9646865311, 8009.55360625335, 65024.884668948, 68047.3103834803, 105.869184373614, 317.968994641641, 212.789353561205
7534, 24872.9201496838, 7645.42335111266, 65024.884668948, 68047.3103834803, 99.0031489115686, 306.724755049532, 212.789353561205
7535, 23127.2382691716, 7032.80463921311, 65024.884668948, 68047.3103834803, 92.7476350305676, 294.73949215213, 212.789353561205
7536, 21782.2409067881, 6598.09863285425, 65024.884668948, 68047.3103834803, 95.0992402332225, 294.941621284753, 212.789353561205
7537, 20263.1316054453, 6067.42017518, 65024.884668948, 68047.3103834803, 90.144399279232, 285.709386644178, 212.789353561205
7538, 19528.2899723922, 5816.53414092578, 65024.884668948, 68047.3103834803, 89.0397654281481, 282.949697662229, 212.789353561205
7539, 19208.2197082289, 5702.85062363993, 65024.884668948, 68047.3103834803, 87.7691626715374, 280.783110038941, 212.789353561205
7540, 18840.4271125362, 5548.22285673706, 65024.884668948, 68047.3103834803, 83.0381664305405, 274.155720125859, 212.789353561205
7541, 19125.2421478748, 5664.67844388854, 65024.884668948, 68047.3103834803, 85.7018642712384, 277.995330435278, 212.789353561205
7542, 20829.8639063129, 6270.1528161952, 65024.884668948, 68047.3103834803, 89.2949099049535, 285.712014305528, 212.789353561205
7543, 21444.5285723696, 6519.77362060255, 65024.884668948, 68047.3103834803, 99.4354779832049, 299.846227588223, 212.789353561205
7544, 21863.0879033986, 6648.99378168715, 65024.884668948, 68047.3103834803, 97.1196593490474, 297.756084660564, 212.789353561205
7545, 22004.3378186556, 6691.87628836182, 65024.884668948, 68047.3103834803, 96.8091794314885, 297.631690659217, 212.789353561205
7546, 22963.9094171202, 7056.65069345941, 65024.884668948, 68047.3103834803, 104.963677450456, 310.111868860718, 212.789353561205
7547, 23459.2949961331, 7213.50647687405, 65024.884668948, 68047.3103834803, 103.76215004723, 309.655148214495, 212.789353561205
7548, 23907.5593119304, 7375.94252228918, 65024.884668948, 68047.3103834803, 105.635977364554, 313.116432279876, 212.789353561205
7549, 24065.3249912139, 7422.82997907303, 65024.884668948, 68047.3103834803, 104.938849558425, 312.608842024194, 212.789353561205
7550, 24171.2493409432, 7457.5738781086, 65024.884668948, 68047.3103834803, 105.153523971276, 313.103698752928, 212.789353561205
7551, 24253.5708820858, 7480.09339472971, 65024.884668948, 68047.3103834803, 104.241242597797, 312.121366532246, 212.789353561205
7552, 24560.1545468176, 7568.37849423384, 65024.884668948, 68047.3103834803, 102.071277319301, 310.003049520462, 212.789353561205
7553, 24519.5222305066, 7550.34166032114, 65024.884668948, 68047.3103834803, 103.320569587075, 311.434546164976, 212.789353561205
7554, 24995.7226831996, 7739.74751722342, 65024.884668948, 68047.3103834803, 109.606572301201, 320.631720588531, 212.789353561205
7555, 24645.5155155431, 7612.30187517062, 65024.884668948, 68047.3103834803, 108.673470920988, 318.550104067313, 212.789353561205
7556, 25713.0564588209, 7956.40266355848, 65024.884668948, 68047.3103834803, 104.855143014896, 316.251963556301, 212.789353561205
7557, 26691.9733138645, 8279.82955631751, 65024.884668948, 68047.3103834803, 104.019250133681, 317.710420312949, 212.789353561205
7558, 25419.8819871689, 7831.23624276599, 65024.884668948, 68047.3103834803, 99.7886344079931, 309.087781106429, 212.789353561205
7559, 23336.1568191661, 7122.97754772231, 65024.884668948, 68047.3103834803, 96.6814491593369, 300.291183225454, 212.789353561205
7560, 21320.6784805192, 6415.06146152155, 65024.884668948, 68047.3103834803, 90.2847644388323, 287.879660427014, 212.789353561205
7561, 19919.0245207741, 5936.20253660922, 65024.884668948, 68047.3103834803, 87.8065042481989, 282.091597928923, 212.789353561205
7562, 19333.0230534024, 5729.6899461816, 65024.884668948, 68047.3103834803, 85.9028014090851, 278.608160919464, 212.789353561205
7563, 18670.5800808304, 5475.96526310052, 65024.884668948, 68047.3103834803, 81.1206168241818, 271.456763875814, 212.789353561205
7564, 18532.4598104756, 5449.36986443084, 65024.884668948, 68047.3103834803, 83.1129549854283, 273.74404987356, 212.789353561205
7565, 19086.9790834286, 5665.02620611032, 65024.884668948, 68047.3103834803, 86.9028627141208, 279.47411603198, 212.789353561205
7566, 19700.2550435222, 5870.22212850643, 65024.884668948, 68047.3103834803, 86.8413852882186, 280.488421921926, 212.789353561205
7567, 21293.3975016356, 6452.58213549776, 65024.884668948, 68047.3103834803, 96.2482750637781, 295.465839351842, 212.789353561205
7568, 21574.5484939154, 6547.68474149448, 65024.884668948, 68047.3103834803, 96.1944754580162, 295.977543872494, 212.789353561205
7569, 22140.1891637611, 6774.8673598908, 65024.884668948, 68047.3103834803, 103.570564781935, 306.59007662403, 212.789353561205
7570, 22973.475527431, 7042.97618368204, 65024.884668948, 68047.3103834803, 100.564141619151, 304.519124380713, 212.789353561205
7571, 23703.197602391, 7317.55049705389, 65024.884668948, 68047.3103834803, 107.326257886162, 314.845136692458, 212.789353561205
7572, 24692.9862921048, 7654.14017034873, 65024.884668948, 68047.3103834803, 109.3514668757, 319.719076008877, 212.789353561205
7573, 25155.2075105771, 7795.92435199418, 65024.884668948, 68047.3103834803, 105.19682120322, 315.564206521012, 212.789353561205
7574, 26175.9068544836, 8136.57194231149, 65024.884668948, 68047.3103834803, 105.629248053091, 318.6564454135, 212.789353561205
7575, 27462.8159418432, 8583.95509628727, 65024.884668948, 68047.3103834803, 110.247948771589, 327.964582559711, 212.789353561205
7576, 28439.7915410896, 8875.58869050318, 65024.884668948, 68047.3103834803, 104.302794741604, 322.925647483637, 212.789353561205
7577, 28567.2407039481, 8919.76734890803, 65024.884668948, 68047.3103834803, 105.488440612532, 324.787386546741, 212.789353561205
7578, 28728.6633479926, 9011.47974025448, 65024.884668948, 68047.3103834803, 114.109853684059, 336.384929768449, 212.789353561205
7579, 28877.3415658722, 9039.90133382046, 65024.884668948, 68047.3103834803, 110.355980279418, 331.908959247958, 212.789353561205
7580, 30991.7806767819, 9735.47829467945, 65024.884668948, 68047.3103834803, 108.402792594088, 335.690178625458, 212.789353561205
7581, 30401.4594277301, 9526.72854289144, 65024.884668948, 68047.3103834803, 105.230069087072, 329.824093072647, 212.789353561205
7582, 29463.9315582485, 9171.05960410376, 65024.884668948, 68047.3103834803, 96.8780632393228, 316.223954503797, 212.789353561205
7583, 26825.5747173374, 8267.7502326346, 65024.884668948, 68047.3103834803, 92.5658689646381, 303.400329600204, 212.789353561205
7584, 24526.4771274311, 7483.46216200173, 65024.884668948, 68047.3103834803, 89.0893605291261, 293.296512769809, 212.789353561205
7585, 22895.719887483, 6918.16682496157, 65024.884668948, 68047.3103834803, 86.658064031508, 286.529510166156, 212.789353561205
7586, 22948.7350755257, 7112.46979201388, 65024.884668948, 68047.3103834803, 123.89341853418, 334.154011792142, 212.789353561205
7587, 22268.3415387796, 6891.54640558935, 65024.884668948, 68047.3103834803, 124.887042998789, 334.014539379873, 212.789353561205
7588, 21645.5972148941, 6659.49808451495, 65024.884668948, 68047.3103834803, 120.268816788016, 326.697636476777, 212.789353561205
7589, 22073.4492991039, 6812.97272576411, 65024.884668948, 68047.3103834803, 121.071991780761, 328.664213741955, 212.789353561205
7590, 23025.1594252497, 7156.13935685111, 65024.884668948, 68047.3103834803, 126.381093318263, 337.613907364461, 212.789353561205
7591, 24489.1000854119, 7709.77143924522, 65024.884668948, 68047.3103834803, 147.484681426251, 368.156306526774, 212.789353561205
7592, 24954.8135101791, 7884.79231455214, 65024.884668948, 68047.3103834803, 151.776934641431, 374.970904437464, 212.789353561205
7593, 25918.8782310941, 8183.81392097781, 65024.884668948, 68047.3103834803, 145.44303965126, 369.131352799056, 212.789353561205
7594, 27959.5002361738, 8879.31861851266, 65024.884668948, 68047.3103834803, 147.182053811419, 377.036404273277, 212.789353561205
7595, 30490.0105386093, 9735.6923753275, 65024.884668948, 68047.3103834803, 156.335375900185, 396.225945477403, 212.789353561205
7596, 32340.1169242046, 10326.9345238011, 65024.884668948, 68047.3103834803, 147.684735645296, 390.92168636199, 212.789353561205
7597, 34467.804949773, 11048.7420359546, 65024.884668948, 68047.3103834803, 152.265782234136, 404.236540346399, 212.789353561205
7598, 36999.5683204549, 11905.4674224405, 65024.884668948, 68047.3103834803, 160.955842645606, 424.768825765826, 212.789353561205
7599, 38435.6720146806, 12359.4672322815, 65024.884668948, 68047.3103834803, 152.886849534007, 419.972679188255, 212.789353561205
7600, 41370.5612323993, 13342.39224202, 65024.884668948, 68047.3103834803, 156.904815631321, 437.535490073362, 212.789353561205
7601, 41421.0598723673, 13369.4385950159, 65024.884668948, 68047.3103834803, 163.754725082077, 446.498581817136, 212.789353561205
7602, 43858.3672877102, 14172.32605748, 65024.884668948, 68047.3103834803, 163.16537787431, 456.78424427587, 212.789353561205
7603, 42785.8982382235, 13838.8590491631, 65024.884668948, 68047.3103834803, 173.501448118951, 465.108624465546, 212.789353561205
7604, 42896.4037809706, 13879.0516478688, 65024.884668948, 68047.3103834803, 175.76351893923, 468.509118857155, 212.789353561205
7605, 43762.8581413464, 14165.1603074858, 65024.884668948, 68047.3103834803, 174.041516151357, 470.413803245845, 212.789353561205
7606, 41640.4762817576, 13445.0982496471, 65024.884668948, 68047.3103834803, 166.868913497986, 451.378627801796, 212.789353561205
7607, 37863.2786084827, 12178.4254745973, 65024.884668948, 68047.3103834803, 163.729147230843, 431.237784177355, 212.789353561205
7608, 35007.3989707185, 11207.3328886168, 65024.884668948, 68047.3103834803, 152.004219245206, 405.414401807294, 212.789353561205
7609, 32484.4877363301, 10339.6066397816, 65024.884668948, 68047.3103834803, 142.197452683767, 383.950709163469, 212.789353561205
7610, 30958.6464382943, 9802.89181345482, 65024.884668948, 68047.3103834803, 133.483874043636, 367.751003457987, 212.789353561205
7611, 29052.4836381397, 9158.77407092405, 65024.884668948, 68047.3103834803, 128.660763736171, 355.899940068274, 212.789353561205
7612, 28453.3686500227, 8954.64257081553, 65024.884668948, 68047.3103834803, 128.56247418647, 353.99175689923, 212.789353561205
7613, 28211.5894539613, 8882.41898310555, 65024.884668948, 68047.3103834803, 128.85540855149, 353.790782333992, 212.789353561205
7614, 27520.6012087515, 8659.22050722499, 65024.884668948, 68047.3103834803, 131.462048482232, 355.181602817174, 212.789353561205
7615, 28234.2078637096, 8944.88250674596, 65024.884668948, 68047.3103834803, 146.208642112302, 376.176774104047, 212.789353561205
